Link,Judul,Kecamatan,Lahan Parkir,Kamar Tidur,Kamar Mandi,Luas Bangunan,Luas Tanah,Harga
https://www.lamudi.co.id/jual/jawa-barat/bandung/dijual-rumah-700jt-an-di-cimahi-padaasih-permana-b-172108205065/,DIJUAL RUMAH 700JT AN DI CIMAHI PADAASIH PERMANA BANDUNG BARAT,Antapani,2.0,3.0,2.0,60.0,70.0,700000000
https://www.lamudi.co.id/jual/jawa-barat/bandung/shm-rumah-villa-700jt-an-di-bandung-barat-dng-priv-172104993110/,SHM: RUMAH VILLA 700JT AN DI BANDUNG BARAT DNG PRIVATE POOL,Antapani,2.0,2.0,2.0,55.0,77.0,739000000
https://www.lamudi.co.id/jual/jawa-barat/bandung/termurah-di-pratista-antapani-rumah-siap-huni-172361886835/,Termurah di Pratista Antapani Rumah Siap Huni,Antapani,1.0,3.0,2.0,70.0,168.0,1100000000
https://www.lamudi.co.id/jual/jawa-barat/bandung/dijual-rumah-murah-815jt-baru-renov-siap-huni-clus-172241508685/,Dijual rumah MURAH 815jt baru RENOV siap huni Cluster Antapani JARANG,Antapani,1.0,2.0,1.0,97.0,105.0,815000000
https://www.lamudi.co.id/jual/jawa-barat/bandung/rumah-siap-huni-di-antapani-bandung-dekat-kampus-b-172119273920/,"Rumah Siap huni di Antapani Bandung dekat Kampus BSI,",Antapani,0.0,5.0,3.0,237.0,256.0,2950000000
https://www.lamudi.co.id/jual/jawa-barat/bandung/rumah-premium-antapani-bandung-timur-17201522663/,RUMAH PREMIUM ANTAPANI BANDUNG TIMUR,Antapani,0.0,4.0,4.0,145.0,1362.0,2799680400
https://www.lamudi.co.id/jual/jawa-barat/bandung/rumah-mewah-2-lantai-ada-kolam-ikannya-di-padalara-172369822825/,Rumah Mewah 2 Lantai Ada Kolam Ikannya di Padalarang,Antapani,0.0,4.0,2.0,250.0,199.0,2750000000
https://www.lamudi.co.id/jual/jawa-barat/bandung/dijual-rumah-komplek-antapani-lingkungan-oke-cocok-172369638157/,Dijual rumah komplek Antapani lingkungan oke cocok untuk rumah tinggal,Antapani,1.0,3.0,2.0,70.0,169.0,1100000000
https://www.lamudi.co.id/jual/jawa-barat/bandung/rumah-terawat-siap-huni-pratista-raya-antapani-172368982886/,Rumah Terawat Siap Huni Pratista Raya Antapani,Antapani,1.0,4.0,2.0,110.0,168.0,1950000000
https://www.lamudi.co.id/jual/jawa-barat/bandung/rumah-siap-huni-baru-murah-arcamanik-antapani-kota-172367701470/,"Rumah Siap Huni Baru Murah, Arcamanik Antapani, Kota Bandung Perumahan",Antapani,2.0,3.0,2.0,55.0,63.0,769500000
