Lahan Parkir,Kamar Tidur,Kamar Mandi,Luas Bangunan,Luas Tanah,Harga,Harga (Juta Rupiah)
1.0,3.0,2.0,120.0,170.0,1290000000,1290.0
0.0,5.0,1.0,90.0,150.0,1490000000,1490.0
1.0,4.0,2.0,120.0,117.0,950000000,950.0
0.0,3.0,2.0,150.0,90.0,1250000000,1250.0
0.0,2.0,2.0,62.0,38.0,550000000,550.0
1.0,3.0,1.0,60.0,198.0,1450000000,1450.0
3.0,4.0,5.0,240.0,305.0,3300000000,3300.0
0.0,4.0,3.0,200.0,315.0,3500000000,3500.0
0.0,6.0,3.0,180.0,90.0,985000000,985.0
0.0,5.0,2.0,180.0,90.0,975000000,975.0
2.0,2.0,1.0,60.0,135.0,699000000,699.0
1.0,3.0,2.0,112.0,67.0,1100000000,1100.0
0.0,4.0,4.0,144.0,96.0,1200000000,1200.0
0.0,3.0,2.0,87.0,78.0,895000000,895.0
0.0,5.0,4.0,154.0,105.0,1650000000,1650.0
0.0,4.0,2.0,150.0,140.0,1300000000,1300.0
0.0,4.0,3.0,115.0,135.0,2000000000,2000.0
0.0,4.0,3.0,197.0,230.0,2400000000,2400.0
0.0,3.0,2.0,100.0,100.0,1375000000,1375.0
0.0,3.0,1.0,100.0,140.0,950000000,950.0
0.0,4.0,2.0,180.0,200.0,1800000000,1800.0
0.0,3.0,2.0,150.0,100.0,1250000000,1250.0
0.0,10.0,5.0,200.0,140.0,1500000000,1500.0
0.0,4.0,2.0,154.0,108.0,1400000000,1400.0
0.0,4.0,2.0,150.0,75.0,975000000,975.0
0.0,10.0,4.0,180.0,90.0,1250000000,1250.0
0.0,3.0,2.0,90.0,137.0,1250000000,1250.0
0.0,2.0,1.0,45.0,120.0,750000000,750.0
1.0,2.0,1.0,45.0,79.0,675000000,675.0
1.0,3.0,2.0,75.0,84.0,865000000,865.0
2.0,3.0,3.0,88.0,108.0,1350000000,1350.0
1.0,2.0,1.0,41.0,100.0,995000000,995.0
1.0,4.0,2.0,120.0,72.0,950000000,950.0
